timestamp,aavegotchi,audius,decentraland,dodo,enjincoin,nftx,rarible,superfarm,superrare,the-sandbox,ethereum,axie-infinity,maker,1inch,sushi,aave,solana,matic-network,yield-guild-games
2021-12-21,162480130.18164477,756892895.6473316,4297679225.544778,214779164.35952252,2170049368.116251,34373747.60508677,69277144.81421882,345506971.28797895,135629553.7855698,4623908570.804212,471319155562.1543,6327058797.73066,2128932915.569341,1019200101.738296,1052124811.3129494,2438106058.712241,54061922630.24034,14873025101.746977,463342012.8439112
2021-12-22,164556685.216585,788867436.2454194,4393011765.259767,228205341.27304536,2284707135.8358946,33024026.39636952,70515785.10681112,348553537.9635482,150232846.48681766,4794966123.849374,480570348192.474,6630920147.42196,2195394206.987244,1035005208.8079152,1113164071.742137,2506834285.0708103,55570757138.288246,16237783574.997871,463983256.4143031
2021-12-23,164317433.23142567,806846636.0268931,4393800834.017927,234467449.341203,2438397976.702489,32398839.307319727,73724457.35362506,347324760.1633197,149780896.43616772,4749543711.827397,475334762859.672,6902577357.936445,2214268250.7194595,1048887003.0388097,1234941324.7941074,2790729829.6154985,55058052155.04185,17315460531.83434,465558615.2554211
2021-12-24,167719704.82688844,875889439.9951777,4909455647.688815,251617473.65593085,2762381294.096801,31895103.39500632,76401737.64404082,369912300.2701322,158098226.67693076,5818900757.253459,488290658809.1535,7297961208.576593,2409267958.9964104,1176015991.564878,1403931928.8566344,3307895532.19098,58709806077.20599,18332697692.46228,499896136.1147882
2021-12-25,164468872.2337488,888277960.8883454,4669740358.644221,238824997.11465824,2612771918.7353754,31928497.54718372,75324551.35889143,351094446.7459858,150347645.34086144,5420062365.828312,482498690510.26416,7120649115.126842,2314088948.637955,1160629059.3324704,1517145058.4058504,3629798332.502461,58852086815.42499,16927823312.254776,490866185.9269105
2021-12-26,165794568.9640837,922394539.339358,5021740632.459328,249169071.19869304,2958413976.7341795,32718227.884960376,78303019.2291109,365635949.6897331,153004486.51102963,6212226880.2148,488792890035.2106,7471357604.52585,2432050544.2216945,1160934082.2356029,1478530048.5061233,3569891742.377638,59797071721.91303,18230317296.6224,539870795.2687229
2021-12-27,167034742.13270122,969528563.5947094,5159585788.955883,265508460.4543662,2975270538.4319744,29649325.66105716,79492408.96667103,367493150.4288608,153383312.00050202,6236499496.693728,484795501758.7465,7326301025.634884,2426568283.4436946,1165170468.305094,1527035145.7416182,3621136514.994148,61198787207.68108,19751224362.61749,543699537.1811883
2021-12-28,165783275.23181546,1045162470.4564644,5007479045.585192,269637811.7138333,2889042575.09769,39121327.524022914,81400743.84809607,381732194.3076613,164142708.79290962,5959459301.184397,481030381194.1921,7296293290.135526,2419506195.994909,1186219388.8994873,1763229650.202971,3752523564.355709,60810349839.61329,18897650074.52108,523153430.30044895
2021-12-29,162007163.50170934,922652314.8738033,4508852596.159271,243372148.2009183,2615297997.2254004,34861040.40864551,74186344.64211544,342256269.2443076,148007133.77521092,5503886892.489638,453976220406.2239,6816801527.304827,2265398638.212459,1084633017.1978855,1772553820.3714526,3437008964.2117853,55425780679.24532,17338976291.025047,469799116.935594
2021-12-30,156502946.74856544,842033161.9269102,4290033177.1319633,226262901.9462379,2452479127.047101,34621511.029241145,70572739.81432581,326301845.83175826,138105865.2986136,5325358994.621422,432082393736.3374,6322822976.367464,2124428783.656465,1011353682.8205928,1746142364.9446487,3173470299.8930964,52726687301.09404,16907462210.894873,448992023.4802315
2021-12-31,159154166.48576525,843682015.0696837,4359993327.5964575,227696111.08747047,2463472529.052996,35901328.10743379,70731442.86060384,323167906.263322,137880554.63676798,5440682156.946569,441654436877.796,6457188924.829261,2155527485.80832,1041429272.7333229,1975830533.1372385,3548848897.6448665,53261290659.86848,17502252398.786148,471260680.6870604
2022-01-01,155399358.55961335,830694499.4167612,4371312037.220074,225966106.5439269,2428818603.789483,36583985.35352466,68586181.73582461,327286389.1480981,136686399.11409238,5431529869.372406,439790867552.76666,6363826978.230659,2114974365.439092,1013679600.0730757,1827103398.9830291,3459438031.863206,52907181305.50652,17486345321.449097,469618590.71377015
2022-01-02,157871957.77136847,850305750.277725,4463835942.082104,232636640.54837936,2513970444.944546,37920743.36514236,97944632.89588568,335837894.27620566,142851656.5466176,5497144545.350586,449804685410.7303,6389638354.262975,2178012509.1115274,1064489490.4167354,1764741695.149297,3563669889.92338,55089640249.09666,17670437193.96593,487712278.5870008
2022-01-03,156645735.2377437,850217965.6881893,4458948221.389908,249226987.4881495,2689330254.942928,47924933.32598244,92708012.7758027,335514741.8381484,147584343.68121147,5478758124.475709,456852400304.9327,6572483068.818212,2231856707.199965,1081305864.2902005,1738926373.4919283,3599168210.610939,54604426218.58956,17513860665.47364,493463141.2529672
2022-01-04,154228336.5263682,837004072.9140329,4337999062.29708,242130202.611027,2617293693.830363,54774523.73630647,84583617.88330291,329271270.06859994,141746225.889748,5279941286.862357,448609586227.4765,6421182701.972592,2181754264.8574038,1128806178.380168,1642750097.0935576,3614628862.48857,52886550470.82176,16781301036.70128,468994439.8534921
2022-01-05,153963939.64807358,828932045.979895,4270566448.755544,240350825.88103983,2587021893.662377,63588986.455686,85818127.54682744,328352844.7378029,147503249.8389888,5106165479.161336,454574318762.6068,6416492541.618803,2202992100.0925994,1108541791.015625,1560467674.981301,3462708482.666727,52272480718.14088,16643210004.00178,458055636.1155974
2022-01-06,151947298.83962747,755994228.7590271,3923871303.867136,224502457.76030776,2296498254.912668,60771928.26519969,77978686.65376963,324085393.91224456,145127306.07812017,4677530617.615574,424088794962.4891,5519071917.041442,2033892027.045719,1030361984.5292736,1495604187.7851207,3139527815.213977,48184360964.1156,15200752173.53041,417934197.5712979
2022-01-07,146421010.58756867,755214283.3663145,4440391650.208973,221303864.436995,2388040954.4729323,61717223.454498105,77941062.51672953,319923871.2151598,138609323.04165885,4830669917.292415,407652437129.1328,5554217310.281248,2037881321.1417744,1034089150.283594,1441859334.4530609,3012431607.967828,46854691785.8186,15527120821.467825,421943264.8897294
2022-01-08,137898318.95545354,712695662.4650239,4079385555.691458,215494539.50970852,2192485282.127015,53454457.20334793,69626724.99650094,287116582.4135639,127653903.9226681,4490264867.102371,381283293110.7904,5153629254.158308,1920436965.6011448,957912034.0082194,1375694191.2206953,2836175348.220895,42610750948.59599,14207797227.217373,403398288.3521584
2022-01-09,137919082.1117656,692309588.496642,3939128054.7586174,201453436.24438167,2127040232.25878,48186119.40502046,74856272.44675346,292964307.8225777,119512756.06387168,4313083327.779749,369734313550.987,4968121902.327146,1856680720.8829336,939993334.4922116,1279865148.6978886,2892162474.116189,44680435604.26222,13787338576.40346,414381125.9980557
2022-01-10,137741279.21326706,691210259.217199,3918979538.2354527,199516739.54487705,2143442156.2510507,53856020.64288029,75334074.21962841,290460100.5436558,120791581.57075076,4395522486.258441,375219467789.3698,5052544800.125232,1907541802.906019,942440586.4846684,1333807290.9960332,2825069667.5685754,43844556062.79441,14473242834.638391,424872704.5805172
2022-01-11,137487481.1201037,665920744.0953279,3763984964.3581057,189564056.53932503,2033789639.7171123,48698515.3386989,71670760.82298627,269765692.56916463,108785614.1778798,4128605174.79749,367654760059.0176,4786453431.550414,1794903785.4120169,915647902.6794896,1269996972.7281694,2686498175.1714444,42320546842.20343,14227533630.094902,381757245.2765112
2022-01-12,139247880.07542098,716181279.4736059,3916725490.43453,201713740.91929623,2166796553.2426,56116758.97383877,73182375.82228708,278815774.0299939,117426322.61676456,4397446004.253542,387505881839.83,5075577981.238356,1872301184.862136,945722485.6364764,1345919339.750012,2883074393.0224466,43823867475.83328,16181726374.37895,386811835.7467284
2022-01-13,140651086.7465079,769621368.3517549,4120468723.740684,223781467.94007936,2365801868.790845,60427210.789963625,74388290.6694973,334455813.1554807,119918399.5548556,4779878996.017605,402763358249.81146,5469736582.826096,1958887424.1663485,994071541.5561892,1376429959.666524,2955355189.864229,47534063482.95965,16399883175.091463,428926963.6803348
2022-01-14,140947666.2030586,723238757.5728892,3876178238.897317,209181744.06841525,2230268401.8306866,59612769.33867629,70739783.12315603,316002233.97877735,109396231.20686026,4497257849.954455,388039946028.0792,5134660084.879631,1902338469.0546927,1043105604.4744686,1363227242.2711053,2837781700.4309807,45924153329.20764,15693210068.707209,406657741.5238612
2022-01-15,143230929.91904914,739627525.9780844,3923335566.162712,215307884.81253776,2251255502.5707893,61164601.11846244,71330139.20675237,313473394.85184467,115548724.40093447,4526888401.647673,394664610644.9952,5142545947.686556,1966548974.389328,1041742667.3234092,1352716479.3005848,3017121721.6413198,45849250868.07178,16023458731.592709,396202094.1701364
2022-01-16,144728831.03877756,744959244.8409148,3981474231.083616,220110923.79696333,2306440562.4916854,67239558.94407167,75170291.89183113,322808352.1116053,114809739.36175469,4482121646.383651,396899234936.6389,5301833308.659138,2001073826.007844,1052047691.2855558,1353651978.418048,3240579379.975794,46337099650.87288,16187585365.916744,412976707.5103754
2022-01-17,142581317.90254486,750064849.1469421,4146013784.954927,218435476.8117767,2344572333.955939,59611951.47560016,72374717.20588249,311885634.721111,114467984.59399776,4529320940.662602,400232172277.67896,5647190662.291159,2032716128.705961,1074446416.845164,1342893668.7286303,3278393160.2758384,46450557289.26664,15979288472.268764,404876895.0310261
2022-01-18,141102923.0191206,685887144.1476552,3881755059.759421,208071705.4567549,2179254837.455795,55034945.70146261,68775016.72124508,290774955.83272886,105299610.87352777,4261884627.651293,383428420242.12994,5384694221.192127,1898716874.9802053,994928638.8423034,1242630460.4806747,3068525977.934396,44032309573.9257,15269599831.496374,385142620.9369459
2022-01-19,142741259.55870715,675376589.828048,3800196043.438016,200737415.377381,2127665799.862052,52019891.120264,70769025.6077433,285782159.5854008,102028263.97819878,4128128276.039224,377918294939.4783,5170219544.748879,1862993206.2330456,970876771.1615936,1199023288.744965,3144185008.5609174,44575080930.62185,14682491878.281206,367614302.7699307
